inventory_id,Department,Class,Size,Inventory Units,Full Price Inventory Units,Markdown Inventory Units,Inventory Value,Full Price Inventory Value,Markdown Inventory Value,Units Sold,Full Price Units Sold,Markdown Units Sold,Sales,Full Price Sales,Markdown Sales
634,Mens Moderate Sportswear,LS Woven Tops,S,509,462,47,"$8,332.83","$7,743.78",$589.05,42,30,12,$740.55 ,$630.00 ,$110.55 
635,Mens Moderate Sportswear,LS Woven Tops,XL,359,359,0,"$5,817.62","$5,817.62",$0.00,49,49,0,$801.71 ,$801.71 ,$0.00 
636,Mens Moderate Sportswear,LS Woven Tops,XXL,178,178,0,"$2,983.63","$2,983.63",$0.00,13,13,0,$203.42 ,$203.42 ,$0.00 
637,Mens Moderate Sportswear,Pants,29/32,10,10,0,$199.90,$199.90,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
638,Mens Moderate Sportswear,Pants,29x27,36,36,0,$713.64,$713.64,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
639,Mens Moderate Sportswear,Pants,30/30,9,9,0,$160.92,$160.92,$0.00,4,4,0,$68.97 ,$68.97 ,$0.00 
640,Mens Moderate Sportswear,Pants,30/32,29,29,0,$569.72,$569.72,$0.00,8,8,0,$149.93 ,$149.93 ,$0.00 
641,Mens Moderate Sportswear,Pants,30x28,2,2,0,$28.99,$28.99,$0.00,2,2,0,$28.99 ,$28.99 ,$0.00 
642,Mens Moderate Sportswear,Pants,30x30,4,2,2,$71.98,$35.98,$36.00,2,1,1,$23.99 ,$11.99 ,$12.00 
643,Mens Moderate Sportswear,Pants,31/30,11,0,11,$142.80,$0.00,$142.80,3,0,3,$35.70 ,$0.00 ,$35.70 
644,Mens Moderate Sportswear,Pants,31/32,11,11,0,$172.45,$172.45,$0.00,3,3,0,$49.27 ,$49.27 ,$0.00 
645,Mens Moderate Sportswear,Pants,31/34,3,3,0,$44.98,$44.98,$0.00,2,2,0,$29.99 ,$29.99 ,$0.00 
646,Mens Moderate Sportswear,Pants,32/29,7,7,0,$127.94,$127.94,$0.00,1,1,0,$15.99 ,$15.99 ,$0.00 
647,Mens Moderate Sportswear,Pants,32/32,19,19,0,$367.31,$367.31,$0.00,5,5,0,$92.45 ,$92.45 ,$0.00 
648,Mens Moderate Sportswear,Pants,32/34,50,50,0,$999.50,$999.50,$0.00,2,2,0,$39.98 ,$39.98 ,$0.00 
649,Mens Moderate Sportswear,Pants,32x27,18,18,0,$344.83,$344.83,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
650,Mens Moderate Sportswear,Pants,32x30,22,22,0,$424.79,$424.79,$0.00,4,4,0,$74.96 ,$74.96 ,$0.00 
651,Mens Moderate Sportswear,Pants,32x32,35,35,0,$718.40,$718.40,$0.00,8,8,0,$168.68 ,$168.68 ,$0.00 
652,Mens Moderate Sportswear,Pants,33/30,2,2,0,$33.98,$33.98,$0.00,2,2,0,$33.98 ,$33.98 ,$0.00 
653,Mens Moderate Sportswear,Pants,33/32,6,6,0,$119.94,$119.94,$0.00,2,2,0,$23.99 ,$23.99 ,$0.00 
654,Mens Moderate Sportswear,Pants,33/34,9,9,0,$174.91,$174.91,$0.00,4,4,0,$69.97 ,$69.97 ,$0.00 
655,Mens Moderate Sportswear,Pants,33x27,58,58,0,"$1,151.42","$1,151.42",$0.00,4,4,0,$71.96 ,$71.96 ,$0.00 
656,Mens Moderate Sportswear,Pants,33x29,1,1,0,$14.99,$14.99,$0.00,1,1,0,$14.99 ,$14.99 ,$0.00 
657,Mens Moderate Sportswear,Pants,34/29,15,15,0,$299.85,$299.85,$0.00,2,2,0,$24.99 ,$24.99 ,$0.00 
658,Mens Moderate Sportswear,Pants,34/30,43,34,9,$795.17,$665.67,$129.50,2,0,2,$25.90 ,$0.00 ,$25.90 
659,Mens Moderate Sportswear,Pants,34/32,70,70,0,"$1,347.80","$1,347.80",$0.00,25,25,0,$467.85 ,$467.85 ,$0.00 
660,Mens Moderate Sportswear,Pants,34/34,35,35,0,$658.40,$658.40,$0.00,7,7,0,$113.69 ,$113.69 ,$0.00 
661,Mens Moderate Sportswear,Pants,34x27,15,15,0,$289.86,$289.86,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
662,Mens Moderate Sportswear,Pants,34x30,200,107,93,"$4,541.68","$2,678.68","$1,863.00",33,19,14,$830.06 ,$560.06 ,$270.00 
663,Mens Moderate Sportswear,Pants,34x32,69,30,39,"$1,475.20",$695.20,$780.00,25,20,5,$558.81 ,$454.81 ,$104.00 
664,Mens Moderate Sportswear,Pants,35/30,7,7,0,$135.93,$135.93,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
665,Mens Moderate Sportswear,Pants,35/32,17,17,0,$332.83,$332.83,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
666,Mens Moderate Sportswear,Pants,36,1,1,0,$16.14,$16.14,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
667,Mens Moderate Sportswear,Pants,36/29,37,37,0,$689.03,$689.03,$0.00,11,11,0,$207.79 ,$207.79 ,$0.00 
668,Mens Moderate Sportswear,Pants,36/30,69,69,0,"$1,259.02","$1,259.02",$0.00,8,8,0,$144.22 ,$144.22 ,$0.00 
669,Mens Moderate Sportswear,Pants,36/32,43,43,0,$788.27,$788.27,$0.00,4,4,0,$62.67 ,$62.67 ,$0.00 
670,Mens Moderate Sportswear,Pants,36/34,27,27,0,$524.74,$524.74,$0.00,2,2,0,$24.99 ,$24.99 ,$0.00 
671,Mens Moderate Sportswear,Pants,36x30,88,60,28,"$2,003.16","$1,443.16",$560.00,34,18,16,$691.08 ,$376.08 ,$315.00 
672,Mens Moderate Sportswear,Pants,36x32,9,5,4,$175.95,$95.95,$80.00,4,3,1,$63.98 ,$47.98 ,$16.00 
673,Mens Moderate Sportswear,Pants,38/29,55,55,0,"$1,050.50","$1,050.50",$0.00,12,12,0,$216.33 ,$216.33 ,$0.00 
674,Mens Moderate Sportswear,Pants,38/30,52,52,0,$997.74,$997.74,$0.00,10,10,0,$197.90 ,$197.90 ,$0.00 
675,Mens Moderate Sportswear,Pants,38/32,22,22,0,$416.68,$416.68,$0.00,5,5,0,$90.70 ,$90.70 ,$0.00 
676,Mens Moderate Sportswear,Pants,38/34,9,9,0,$170.91,$170.91,$0.00,3,3,0,$56.97 ,$56.97 ,$0.00 
677,Mens Moderate Sportswear,Pants,38x30,30,25,5,$743.75,$650.75,$93.00,10,5,5,$201.45 ,$108.45 ,$93.00 
678,Mens Moderate Sportswear,Pants,38x32,13,13,0,$367.38,$367.38,$0.00,7,7,0,$174.93 ,$174.93 ,$0.00 
679,Mens Moderate Sportswear,Pants,40/30,8,8,0,$154.92,$154.92,$0.00,2,2,0,$30.98 ,$30.98 ,$0.00 
680,Mens Moderate Sportswear,Pants,40x30,72,37,35,"$1,723.13","$1,039.13",$684.00,5,1,4,$94.49 ,$22.49 ,$72.00 
681,Mens Moderate Sportswear,Pants,42x30,2,2,0,$62.98,$62.98,$0.00,1,1,0,$11.99 ,$11.99 ,$0.00 
682,Mens Moderate Sportswear,SS Knit Tops,2XL,1,1,0,$14.99,$14.99,$0.00,12,12,0,$177.88 ,$177.88 ,$0.00 
683,Mens Moderate Sportswear,SS Knit Tops,L,"1,488","1,488",0,"$18,561.03","$18,561.03",$0.00,208,204,4,"$2,598.96 ","$2,564.96 ",$34.00 
684,Mens Moderate Sportswear,SS Knit Tops,M,"1,689","1,660",29,"$20,689.41","$20,451.41",$238.00,186,169,17,"$2,298.42 ","$2,142.02 ",$156.40 
685,Mens Moderate Sportswear,SS Knit Tops,S,525,503,22,"$5,990.88","$5,769.88",$221.00,66,50,16,$756.01 ,$601.31 ,$154.70 
686,Mens Moderate Sportswear,SS Knit Tops,XL,717,699,18,"$9,470.02","$9,326.02",$144.00,220,209,11,"$2,683.51 ","$2,597.11 ",$86.40 
687,Mens Moderate Sportswear,SS Knit Tops,XS,14,14,0,$111.86,$111.86,$0.00,2,2,0,$11.19 ,$11.19 ,$0.00 
688,Mens Moderate Sportswear,SS Knit Tops,XXL,225,225,0,"$3,017.26","$3,017.26",$0.00,57,57,0,$725.44 ,$725.44 ,$0.00 
689,Mens Moderate Sportswear,SS Woven Tops,2XL,74,74,0,"$2,204.27","$2,204.27",$0.00,9,9,0,$269.91 ,$269.91 ,$0.00 
690,Mens Moderate Sportswear,SS Woven Tops,L,"1,340","1,340",0,"$21,887.05","$21,887.05",$0.00,219,219,0,"$4,480.87 ","$4,480.87 ",$0.00 
691,Mens Moderate Sportswear,SS Woven Tops,LGT,2,2,0,$39.98,$39.98,$0.00,2,2,0,$29.98 ,$29.98 ,$0.00 
692,Mens Moderate Sportswear,SS Woven Tops,M,613,612,1,"$10,146.79","$10,125.19",$21.60,121,121,0,"$2,543.09 ","$2,543.09 ",$0.00 
693,Mens Moderate Sportswear,SS Woven Tops,S,265,265,0,"$4,488.95","$4,488.95",$0.00,23,23,0,$366.37 ,$366.37 ,$0.00 
694,Mens Moderate Sportswear,SS Woven Tops,XL,135,135,0,"$2,165.66","$2,165.66",$0.00,42,42,0,$639.78 ,$639.78 ,$0.00 
695,Mens Moderate Sportswear,SS Woven Tops,XS,2,2,0,$32.28,$32.28,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
696,Mens Moderate Sportswear,SS Woven Tops,XXL,37,37,0,$659.64,$659.64,$0.00,26,26,0,$461.75 ,$461.75 ,$0.00 
697,Mens Moderate Sportswear,Sweaters,M,25,0,25,$486.00,$0.00,$486.00,2,0,2,$27.00 ,$0.00 ,$27.00 
698,Mens Moderate Sportswear,Sweaters,S,57,0,57,"$1,021.65",$0.00,"$1,021.65",6,0,6,$86.10 ,$0.00 ,$86.10 
699,Young Mens,Denim,30x30,29,29,0,$577.71,$577.71,$0.00,6,6,0,$101.95 ,$101.95 ,$0.00 
700,Young Mens,Denim,32x30,64,64,0,"$1,279.36","$1,279.36",$0.00,4,4,0,$63.97 ,$63.97 ,$0.00 
701,Young Mens,Denim,32x32,66,66,0,"$1,304.35","$1,304.35",$0.00,2,2,0,$28.99 ,$28.99 ,$0.00 
702,Young Mens,Denim,33x30,24,24,0,$463.77,$463.77,$0.00,2,2,0,$28.99 ,$28.99 ,$0.00 
703,Young Mens,Denim,34x30,24,24,0,$461.77,$461.77,$0.00,3,3,0,$43.98 ,$43.98 ,$0.00 
704,Young Mens,Denim,34x32,46,46,0,$919.54,$919.54,$0.00,1,1,0,$19.99 ,$19.99 ,$0.00 
705,Young Mens,Denim,36x30,20,20,0,$399.80,$399.80,$0.00,3,3,0,$59.97 ,$59.97 ,$0.00 
706,Young Mens,Denim,36x32,28,28,0,$550.72,$550.72,$0.00,5,5,0,$86.96 ,$86.96 ,$0.00 
707,Young Mens,Denim,38x32,9,9,0,$167.92,$167.92,$0.00,2,2,0,$35.98 ,$35.98 ,$0.00 
708,Young Mens,LS Knit Tops,L,5,5,0,$67.46,$67.46,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
709,Young Mens,LS Knit Tops,M,62,62,0,$929.38,$929.38,$0.00,10,10,0,$149.90 ,$149.90 ,$0.00 
710,Young Mens,LS Knit Tops,S,29,11,18,$517.40,$157.40,$360.00,0,0,0,$0.00 ,$0.00 ,$0.00 
711,Young Mens,LS Knit Tops,XXL,10,10,0,$148.40,$148.40,$0.00,2,2,0,$24.73 ,$24.73 ,$0.00 
712,Young Mens,LS Woven Tops,M,1,0,1,$7.00,$0.00,$7.00,0,0,0,$0.00 ,$0.00 ,$0.00 
713,Young Mens,LS Woven Tops,S,27,0,27,$372.40,$0.00,$372.40,2,0,2,$19.60 ,$0.00 ,$19.60 
714,Young Mens,Shorts,28,68,68,0,"$1,438.58","$1,438.58",$0.00,6,6,0,$132.94 ,$132.94 ,$0.00 
715,Young Mens,Shorts,29,8,8,0,$159.92,$159.92,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
716,Young Mens,Shorts,30,35,35,0,$725.66,$725.66,$0.00,5,5,0,$101.95 ,$101.95 ,$0.00 
717,Young Mens,Shorts,31,14,14,0,$279.86,$279.86,$0.00,2,2,0,$34.98 ,$34.98 ,$0.00 
718,Young Mens,Shorts,32,119,119,0,"$2,497.81","$2,497.81",$0.00,8,8,0,$167.92 ,$167.92 ,$0.00 
719,Young Mens,Shorts,33,2,2,0,$39.98,$39.98,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
720,Young Mens,Shorts,34,38,38,0,$779.62,$779.62,$0.00,3,3,0,$59.97 ,$59.97 ,$0.00 
721,Young Mens,Shorts,36,280,280,0,"$5,717.20","$5,717.20",$0.00,60,60,0,"$1,219.40 ","$1,219.40 ",$0.00 
722,Young Mens,Shorts,38,32,32,0,$671.68,$671.68,$0.00,7,7,0,$143.94 ,$143.94 ,$0.00 
723,Young Mens,Shorts,40,1,1,0,$9.99,$9.99,$0.00,1,1,0,$9.99 ,$9.99 ,$0.00 
724,Young Mens,SS Knit Tops,2XL,21,21,0,$209.79,$209.79,$0.00,6,6,0,$52.45 ,$52.45 ,$0.00 
725,Young Mens,SS Knit Tops,L,944,835,109,"$10,732.10","$9,640.10","$1,092.00",88,69,19,$952.72 ,$763.72 ,$189.00 
726,Young Mens,SS Knit Tops,M,636,549,87,"$7,467.37","$6,592.87",$874.50,65,51,14,$727.15 ,$584.15 ,$143.00 
727,Young Mens,SS Knit Tops,S,457,397,60,"$5,244.79","$4,646.79",$598.00,41,32,9,$467.69 ,$370.19 ,$97.50 
728,Young Mens,SS Knit Tops,XL,510,477,33,"$5,746.23","$5,422.23",$324.00,108,94,14,"$1,154.66 ","$1,010.66 ",$144.00 
729,Young Mens,SS Knit Tops,XS,19,19,0,$235.77,$235.77,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
730,Young Mens,SS Knit Tops,XXL,72,72,0,$720.29,$720.29,$0.00,5,5,0,$48.96 ,$48.96 ,$0.00 
731,Young Mens,SS Woven Tops,L,105,105,0,"$1,993.95","$1,993.95",$0.00,29,29,0,$622.22 ,$622.22 ,$0.00 
732,Young Mens,SS Woven Tops,M,133,133,0,"$2,873.68","$2,873.68",$0.00,13,13,0,$237.38 ,$237.38 ,$0.00 
733,Young Mens,SS Woven Tops,S,86,86,0,"$1,698.64","$1,698.64",$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
734,Young Mens,SS Woven Tops,XL,39,39,0,$878.36,$878.36,$0.00,21,21,0,$484.29 ,$484.29 ,$0.00 
735,Mens Best Brands,Denim,28,3,0,3,$70.00,$0.00,$70.00,1,0,1,$14.00 ,$0.00 ,$14.00 
736,Mens Best Brands,Denim,30,2,1,1,$34.64,$19.24,$15.40,1,0,1,$15.40 ,$0.00 ,$15.40 
737,Mens Best Brands,Denim,30x30,22,22,0,$750.54,$750.54,$0.00,6,6,0,$204.69 ,$204.69 ,$0.00 
738,Mens Best Brands,Denim,30x32,4,4,0,$131.21,$131.21,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
739,Mens Best Brands,Denim,31,2,0,2,$43.40,$0.00,$43.40,2,0,2,$43.40 ,$0.00 ,$43.40 
740,Mens Best Brands,Denim,32,7,7,0,$244.93,$244.93,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
741,Mens Best Brands,Denim,32x30,10,10,0,$335.90,$335.90,$0.00,8,8,0,$279.92 ,$279.92 ,$0.00 
742,Mens Best Brands,Denim,32x32,79,77,2,"$2,740.78","$2,681.98",$58.80,10,8,2,$315.98 ,$257.18 ,$58.80 
743,Mens Best Brands,Denim,33,9,4,5,$263.86,$136.46,$127.40,1,0,1,$18.20 ,$0.00 ,$18.20 
744,Mens Best Brands,Denim,33x30,3,3,0,$99.72,$99.72,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
745,Mens Best Brands,Denim,33x32,12,12,0,$416.38,$416.38,$0.00,3,3,0,$97.97 ,$97.97 ,$0.00 
746,Mens Best Brands,Denim,34,63,32,31,"$1,773.84","$1,100.44",$673.40,4,0,4,$74.00 ,$0.00 ,$74.00 
747,Mens Best Brands,Denim,34x30,104,99,5,"$3,537.71","$3,414.51",$123.20,18,14,4,$563.07 ,$439.87 ,$123.20 
748,Mens Best Brands,Denim,34x32,129,90,39,"$4,185.10","$3,093.10","$1,092.00",16,7,9,$469.24 ,$214.44 ,$254.80 
749,Mens Best Brands,Denim,35,28,0,28,$764.40,$0.00,$764.40,2,0,2,$54.60 ,$0.00 ,$54.60 
750,Mens Best Brands,Denim,36,10,9,1,$319.47,$288.67,$30.80,1,0,1,$11.00 ,$0.00 ,$11.00 
751,Mens Best Brands,Denim,36x30,44,40,4,"$1,489.20","$1,399.60",$89.60,8,7,1,$268.74 ,$223.94 ,$44.80 
752,Mens Best Brands,Denim,36x32,185,121,64,"$6,009.69","$4,230.29","$1,779.40",14,10,4,$455.61 ,$325.41 ,$130.20 
753,Mens Best Brands,Denim,37,12,0,12,$313.60,$0.00,$313.60,0,0,0,$0.00 ,$0.00 ,$0.00 
754,Mens Best Brands,Denim,38,3,3,0,$99.72,$99.72,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
755,Mens Best Brands,Denim,38x30,17,17,0,$594.83,$594.83,$0.00,3,3,0,$87.48 ,$87.48 ,$0.00 
756,Mens Best Brands,Denim,38x32,13,13,0,$432.13,$432.13,$0.00,5,5,0,$166.20 ,$166.20 ,$0.00 
757,Mens Best Brands,Denim,40,12,0,12,$238.00,$0.00,$238.00,2,0,2,$28.00 ,$0.00 ,$28.00 
758,Mens Best Brands,Denim,40x30,20,20,0,$682.31,$682.31,$0.00,3,3,0,$104.97 ,$104.97 ,$0.00 
759,Mens Best Brands,LS Knit Tops,L,132,16,116,"$1,723.45",$263.35,"$1,460.10",45,14,31,$677.21 ,$237.01 ,$440.20 
760,Mens Best Brands,LS Knit Tops,M,176,51,125,"$2,421.99",$866.49,"$1,555.50",40,12,28,$494.58 ,$202.18 ,$292.40 
761,Mens Best Brands,LS Knit Tops,S,49,4,45,$490.07,$55.22,$434.85,14,1,13,$126.09 ,$11.04 ,$115.05 
762,Mens Best Brands,LS Knit Tops,XL,2,0,2,$17.60,$0.00,$17.60,2,0,2,$17.60 ,$0.00 ,$17.60 
763,Mens Best Brands,LS Woven Tops,L,828,723,105,"$22,641.88","$20,112.28","$2,529.60",216,203,13,"$5,755.88 ","$5,429.48 ",$326.40 
764,Mens Best Brands,LS Woven Tops,M,853,737,116,"$23,250.63","$20,466.63","$2,784.00",122,109,13,"$3,357.11 ","$3,043.91 ",$313.20 
765,Mens Best Brands,LS Woven Tops,S,565,389,176,"$13,369.46","$10,341.86","$3,027.60",76,51,25,"$1,526.34 ","$1,166.74 ",$359.60 
766,Mens Best Brands,LS Woven Tops,XL,363,352,11,"$9,488.48","$9,236.48",$252.00,167,161,6,"$4,446.89 ","$4,320.89 ",$126.00 
767,Mens Best Brands,LS Woven Tops,XXL,41,41,0,$815.59,$815.59,$0.00,38,38,0,$781.63 ,$781.63 ,$0.00 
768,Mens Best Brands,Pants,30x30,88,88,0,"$2,629.12","$2,629.12",$0.00,26,26,0,$769.74 ,$769.74 ,$0.00 
769,Mens Best Brands,Pants,32x30,36,36,0,"$1,045.14","$1,045.14",$0.00,4,4,0,$84.97 ,$84.97 ,$0.00 
770,Mens Best Brands,Pants,32x32,82,75,7,"$2,404.66","$2,222.26",$182.40,15,11,4,$404.60 ,$313.40 ,$91.20 
771,Mens Best Brands,Pants,33x30,26,26,0,$755.75,$755.75,$0.00,3,3,0,$71.98 ,$71.98 ,$0.00 
772,Mens Best Brands,Pants,33x32,2,0,2,$33.60,$0.00,$33.60,1,0,1,$16.80 ,$0.00 ,$16.80 
773,Mens Best Brands,Pants,34x30,107,68,39,"$2,947.73","$2,015.33",$932.40,4,4,0,$94.47 ,$94.47 ,$0.00 
774,Mens Best Brands,Pants,34x32,90,90,0,"$2,678.11","$2,678.11",$0.00,7,7,0,$199.43 ,$199.43 ,$0.00 
775,Mens Best Brands,Pants,36x30,74,67,7,"$2,160.24","$1,983.84",$176.40,4,4,0,$94.47 ,$94.47 ,$0.00 
776,Mens Best Brands,Pants,36x32,88,88,0,"$2,621.13","$2,621.13",$0.00,2,2,0,$56.98 ,$56.98 ,$0.00 
777,Mens Best Brands,Pants,38x30,73,47,26,"$2,008.64","$1,387.04",$621.60,8,4,4,$199.76 ,$110.96 ,$88.80 
778,Mens Best Brands,Pants,38x32,14,14,0,$381.37,$381.37,$0.00,3,3,0,$69.97 ,$69.97 ,$0.00 
779,Mens Best Brands,Pants,40x30,28,0,28,$662.40,$0.00,$662.40,2,0,2,$27.60 ,$0.00 ,$27.60 
780,Mens Best Brands,Shorts,28,6,6,0,$131.20,$131.20,$0.00,4,4,0,$87.47 ,$87.47 ,$0.00 
781,Mens Best Brands,Shorts,30,30,30,0,$747.20,$747.20,$0.00,5,5,0,$114.95 ,$114.95 ,$0.00 
782,Mens Best Brands,Shorts,32,160,160,0,"$3,989.65","$3,989.65",$0.00,13,13,0,$309.88 ,$309.88 ,$0.00 
783,Mens Best Brands,Shorts,33,43,43,0,"$1,072.07","$1,072.07",$0.00,7,7,0,$164.93 ,$164.93 ,$0.00 
784,Mens Best Brands,Shorts,34,54,54,0,"$1,331.97","$1,331.97",$0.00,11,11,0,$259.90 ,$259.90 ,$0.00 
785,Mens Best Brands,Shorts,36,74,74,0,"$1,849.26","$1,849.26",$0.00,30,30,0,$749.70 ,$749.70 ,$0.00 
786,Mens Best Brands,Shorts,38,28,28,0,$679.73,$679.73,$0.00,12,12,0,$279.89 ,$279.89 ,$0.00 
787,Mens Best Brands,Shorts,40,53,53,0,"$1,304.48","$1,304.48",$0.00,9,9,0,$224.91 ,$224.91 ,$0.00 
788,Mens Best Brands,Shorts,42,2,2,0,$36.24,$36.24,$0.00,2,2,0,$36.24 ,$36.24 ,$0.00 
789,Mens Best Brands,SS Knit Tops,L,"7,499","6,579",920,"$133,035.51","$119,774.02","$13,261.49",997,879,118,"$18,677.95 ","$16,845.91 ","$1,832.04 "
790,Mens Best Brands,SS Knit Tops,M,"2,710","2,452",258,"$46,958.79","$43,503.59","$3,455.20",356,302,54,"$6,502.08 ","$5,733.48 ",$768.60 
791,Mens Best Brands,SS Knit Tops,S,"1,229","1,062",167,"$20,059.99","$18,214.19","$1,845.80",163,141,22,"$2,961.99 ","$2,708.99 ",$253.00 
792,Mens Best Brands,SS Knit Tops,XL,"1,388","1,316",72,"$24,346.85","$23,436.35",$910.50,306,295,11,"$5,628.80 ","$5,483.30 ",$145.50 
793,Mens Best Brands,SS Knit Tops,XS,41,36,5,$670.09,$605.69,$64.40,3,3,0,$39.08 ,$39.08 ,$0.00 
794,Mens Best Brands,SS Knit Tops,XXL,367,367,0,"$8,141.94","$8,141.94",$0.00,95,95,0,"$1,963.86 ","$1,963.86 ",$0.00 
795,Mens Best Brands,SS Woven Tops,L,598,598,0,"$13,524.02","$13,524.02",$0.00,146,146,0,"$3,308.54 ","$3,308.54 ",$0.00 
796,Mens Best Brands,SS Woven Tops,M,526,526,0,"$12,542.00","$12,542.00",$0.00,129,129,0,"$3,121.96 ","$3,121.96 ",$0.00 
797,Mens Best Brands,SS Woven Tops,S,248,248,0,"$5,445.77","$5,445.77",$0.00,39,39,0,$850.61 ,$850.61 ,$0.00 
798,Mens Best Brands,SS Woven Tops,XL,52,52,0,"$1,115.74","$1,115.74",$0.00,35,35,0,$816.66 ,$816.66 ,$0.00 
799,Mens Best Brands,SS Woven Tops,XXL,22,22,0,$750.54,$750.54,$0.00,25,25,0,$866.00 ,$866.00 ,$0.00 
800,Mens Best Brands,SS Woven Tops,XXXL,22,22,0,$743.54,$743.54,$0.00,6,6,0,$208.19 ,$208.19 ,$0.00 
801,Mens Best Brands,Sweaters,S,12,0,12,$112.50,$0.00,$112.50,10,0,10,$100.00 ,$0.00 ,$100.00 
802,Ladies Footwear,Booties,10,240,240,0,"$13,083.61","$13,083.61",$0.00,36,36,0,"$3,662.64 ","$3,662.64 ",$0.00 
803,Ladies Footwear,Booties,11,9,9,0,$524.91,$524.91,$0.00,4,4,0,$399.96 ,$399.96 ,$0.00 
804,Ladies Footwear,Booties,35,385,0,385,"$7,826.00",$0.00,"$7,826.00",28,7,21,$724.43 ,$279.93 ,$444.50 
805,Ladies Footwear,Booties,36,21,0,21,$686.00,$0.00,$686.00,24,19,5,$974.22 ,$853.82 ,$120.40 
806,Ladies Footwear,Booties,37,19,7,12,$791.93,$329.93,$462.00,17,12,5,$659.88 ,$461.88 ,$198.00 
807,Ladies Footwear,Booties,39,13,13,0,$612.38,$612.38,$0.00,9,9,0,$524.91 ,$524.91 ,$0.00 
808,Ladies Footwear,Booties,40,12,0,12,$228.00,$0.00,$228.00,11,3,8,$436.97 ,$284.97 ,$152.00 
809,Ladies Footwear,Booties,5,9,6,3,$360.70,$311.95,$48.75,2,2,0,$64.99 ,$64.99 ,$0.00 
810,Ladies Footwear,Booties,5.5,59,36,23,"$2,768.65","$2,417.65",$351.00,4,2,2,$282.73 ,$253.48 ,$29.25 
811,Ladies Footwear,Booties,6,248,223,25,"$15,962.43","$15,285.78",$676.65,34,28,6,"$2,587.38 ","$2,427.48 ",$159.90 
812,Ladies Footwear,Booties,6.5,184,162,22,"$11,886.38","$11,550.38",$336.00,31,28,3,"$2,993.33 ","$2,919.73 ",$73.60 
813,Ladies Footwear,Booties,7,65,65,0,"$5,711.35","$5,711.35",$0.00,21,21,0,"$2,192.80 ","$2,192.80 ",$0.00 
814,Ladies Footwear,Booties,7.5,333,239,94,"$20,564.06","$18,599.36","$1,964.70",121,82,39,"$9,123.39 ","$8,240.94 ",$882.45 
815,Ladies Footwear,Booties,8,279,227,52,"$20,352.14","$18,857.24","$1,494.90",73,63,10,"$6,546.57 ","$6,195.12 ",$351.45 
816,Ladies Footwear,Booties,8.5,267,221,46,"$15,672.80","$14,495.30","$1,177.50",51,41,10,"$3,968.60 ","$3,749.60 ",$219.00 
817,Ladies Footwear,Booties,9,214,119,95,"$10,554.81","$8,512.56","$2,042.25",79,56,23,"$6,147.19 ","$5,555.69 ",$591.50 
818,Ladies Footwear,Booties,9.5,120,113,7,"$7,620.13","$7,473.88",$146.25,28,24,4,"$2,227.26 ","$2,137.26 ",$90.00 
819,Ladies Footwear,Boots,10,52,52,0,"$4,141.49","$4,141.49",$0.00,6,6,0,$873.94 ,$873.94 ,$0.00 
820,Ladies Footwear,Boots,10.5,2,2,0,$329.98,$329.98,$0.00,2,2,0,$329.98 ,$329.98 ,$0.00 
821,Ladies Footwear,Boots,11,2,2,0,$209.99,$209.99,$0.00,2,2,0,$209.99 ,$209.99 ,$0.00 
822,Ladies Footwear,Boots,36,10,10,0,$799.90,$799.90,$0.00,12,12,0,$959.88 ,$959.88 ,$0.00 
823,Ladies Footwear,Boots,37,25,25,0,"$1,979.75","$1,979.75",$0.00,20,20,0,"$1,583.80 ","$1,583.80 ",$0.00 
824,Ladies Footwear,Boots,37.5,9,9,0,$699.91,$699.91,$0.00,18,18,0,"$1,399.83 ","$1,399.83 ",$0.00 
825,Ladies Footwear,Boots,38,73,73,0,"$5,771.28","$5,771.28",$0.00,34,34,0,"$2,651.67 ","$2,651.67 ",$0.00 
826,Ladies Footwear,Boots,38.5,16,16,0,"$1,231.85","$1,231.85",$0.00,9,9,0,$703.91 ,$703.91 ,$0.00 
827,Ladies Footwear,Boots,39,35,35,0,"$2,783.65","$2,783.65",$0.00,26,24,2,"$2,034.96 ","$1,919.76 ",$115.20 
828,Ladies Footwear,Boots,41,20,20,0,"$1,559.81","$1,559.81",$0.00,9,9,0,$719.91 ,$719.91 ,$0.00 
829,Ladies Footwear,Boots,5,1,1,0,$100.00,$100.00,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
